dataset,kernel,svm.C,svm.poly.degree,svm.poly.gamma,svm.custom_hermite.degree,svm.custom_gegen.degree,svm.custom_gegen.alpha,accuracy,accuracy_std,train_accuracy,train_accuracy_std,f1_score,f1_score_std,train_f1_score,train_f1_score_std,precision,precision_std,train_precision,train_precision_std,recall,recall_std,train_recall,train_recall_std,support_vector_acc,support_vector_std,train_time
haberman,LINEAR,1,,,,,,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,53.81291172595521,0.26090948710380135,0.10362219996750355
haberman,POLY,1,2.0,"['scale', 'auto']",,,,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,64.66864295125164,1.9572825827517568,0.16475900006480515
haberman,RBF,1,,,,,,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,69.32002635046112,2.153008239052031,0.1318332999944687
haberman,HERMITE,1,,,2.0,,,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,57.9862977602108,2.3859780328598728,0.11222320003435016
haberman,GEGEN,1,,,,2.0,-0.4,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,63.618708827404475,1.4489984404256804,0.12476529995910823
haberman,AL-SALAM,1,,,,,,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,62.31313020966095,1.25539749377742,62.31306269613288,0.1422234000076702,54.07094461787489,1.3727868758549355,54.06581158552356,0.15669164776101083,73.5268817204301,0.9445243550966771,73.52938076416336,0.10640954392214519,60.7498023715415,1.6388003483064015,0.9051940001081675
ionosphere,LINEAR,1,,,,,,88.32539682539682,5.31976377495422,93.57373920032147,0.4730123571271209,87.62138890250442,6.153327810185381,93.4914386795449,0.48630175877531057,89.57710896993505,4.124232762978754,93.68903278795273,0.45822632594487406,88.32539682539682,5.31976377495422,93.57373920032147,0.4730123571271209,28.268937110709267,1.7760615341488593,0.14708350016735494
ionosphere,POLY,1,2.0,"['scale', 'auto']",,,,88.90476190476191,5.730334605751879,94.04862366887683,0.7058878171933651,88.23842545020779,6.313462008997167,93.96290343229566,0.7293292301643937,90.1839171867058,4.723424723276834,94.21460413470466,0.6630993481491229,88.90476190476191,5.730334605751879,94.04862366887683,0.7058878171933651,38.17711472774764,1.335254751739784,0.21668029995635152
ionosphere,RBF,1,,,,,,92.3015873015873,5.582812951686161,94.30188868796463,0.5492481249986872,91.93447835028358,5.972262230247296,94.20503942702693,0.5699992530997323,93.09583915509381,4.880568797153194,94.5649917971191,0.5008375829397019,92.3015873015873,5.582812951686161,94.30188868796463,0.5492481249986872,39.88607594936708,0.8014767654823659,0.17954950011335313
ionosphere,HERMITE,1,,,2.0,,,70.93650793650792,7.215660720764817,73.88386578259995,1.1837081861637335,70.90572997924215,7.695461572297346,74.19172859967611,1.2624351785245085,80.71219118310941,3.9442846179446214,82.47054014742868,0.6633485579905679,70.93650793650792,7.215660720764817,73.88386578259995,1.1837081861637335,70.59232469359053,0.9638558756091476,0.5889876999426633
